image_path,road_code,road_name,segment_start,segment_end,lat_centroid,lon_centroid,survey_year,region,station,vci,vvci,all_cracking_grade,wide_cracking_grade,ravelling_grade,bleeding_grade,drainage_road_grade,pothole_grade,split
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10606.jpg,622,A009,155.0,156.0,1.15694,31.5748155,2022.0,Western,Hoima,90.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10607.jpg,622,A009,155.0,156.0,1.15694,31.5748155,2022.0,Western,Hoima,90.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10608.jpg,622,A009,155.0,156.0,1.15694,31.5748155,2022.0,Western,Hoima,90.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10609.jpg,622,A009,155.0,156.0,1.15694,31.5748155,2022.0,Western,Hoima,90.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10610.jpg,622,A009,155.0,156.0,1.15694,31.5748155,2022.0,Western,Hoima,90.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10611.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10612.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10613.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10614.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10615.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10616.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10617.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10618.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10619.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10620.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10621.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10622.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10623.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10624.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10625.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10626.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10627.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10628.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10629.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10630.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10631.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10632.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10633.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10634.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10635.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10636.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10637.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10638.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10639.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10640.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10641.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10642.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10643.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10644.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10645.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10646.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10647.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10648.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10649.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10650.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10651.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10652.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10653.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10654.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10655.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10656.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10657.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10658.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10659.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10660.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10661.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10662.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10663.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10664.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10665.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10666.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10667.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10668.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10669.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10670.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10671.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10672.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10673.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10674.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10675.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10676.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10677.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10678.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10679.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10680.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10681.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10682.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10683.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10684.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10685.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10686.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10687.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10688.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10689.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10690.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10691.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10692.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10693.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10694.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10695.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10696.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10697.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10698.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10699.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10700.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10701.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10702.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10703.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10704.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10705.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10706.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10707.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10708.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10709.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10710.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10711.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10712.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10713.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10714.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10715.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10716.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,val
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10717.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10718.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10719.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10720.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10721.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10722.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10723.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,train
/run/media/mugisa/New Volume/Hoima road/2021-22/LWAMATA-HOIMA-PAVE-0-10724.jpg,622,A009,156.0,157.0,1.1647379999999998,31.5712875,2022.0,Western,Hoima,84.0,100.0,1,1,1,1,1,1,test
